originalTitle,rating,startYear,runtimeMinutes,awardWins,numVotes,totalImages,totalCredits,titleType,AwNmExWins,canHaveEpisodes,isRatable,isAdult,numRegions,ratingCount,countryOfOrigin,genres,ratingMean,ReviewsTotal
A Viagem de Yoani,"(6, 7]",2015,92,0,36,1,45,movie,1,False,True,False,1,36,"['BR', 'CU']","Biography,Documentary,History",6.5,0
Dos policías en apuros,"(6, 7]",2016,92,0,70,5,133,movie,0,False,True,False,2,70,['DO'],"Action,Comedy",6.5,1
Only Need to Win Once,"(9, 10]",2020,23,0,5,6,15,short,0,False,True,False,1,5,['GB'],"Drama,Short",9.5,1
Dr. Christian,"(8, 9]",1956,30,0,54,1,152,tvSeries,0,True,True,False,2,54,['US'],Drama,8.5,0
Visita ou Memórias e Confissões,"(7, 8]",1993,73,0,418,2,14,movie,0,False,True,False,12,419,['PT'],"Biography,History",7.5,10
A restless man,"(6, 7]",2021,40,0,36,1,85,tvEpisode,0,False,True,False,1,36,['IT'],"Biography,Comedy",6.5,3
Liebelei,"(7, 8]",1933,88,0,1563,7,35,movie,0,False,True,False,20,1564,['DE'],"Drama,Romance",7.5,32
Die Plage,"(5, 6]",2019,24,0,27,0,60,tvEpisode,0,False,True,False,1,27,['DE'],"Comedy,Drama",5.5,0
Tsunami,"(7, 8]",1977,50,0,81,1,46,tvEpisode,0,False,True,False,1,81,['US'],"Crime,Drama,Mystery",7.5,2
Ligie,"(7, 8]",2020,25,0,8,1,57,short,0,False,True,False,2,8,['BE'],"Drama,Short",7.5,0
I'll Be All Right in the Morning,"(6, 7]",1963,40,0,9,0,30,tvEpisode,0,False,True,False,1,9,['US'],Drama,6.5,0
Boobs in the Woods/The Hypo-Chondri-Cat/Mixed Master,"(7, 8]",1965,40,0,11,1,6,tvEpisode,0,False,True,False,1,11,['US'],"Animation,Comedy",7.5,0
The School Bag,"(8, 9]",2017,16,9,246,2,22,short,1,False,True,False,1,246,['IN'],"Drama,Family,Short",8.5,5
Crossfire,"(7, 8]",1973,51,0,27,1,47,tvEpisode,0,False,True,False,1,27,['US'],"Crime,Drama",7.5,1
A Troll's Bridge,"(8, 9]",2002,93,0,15,2,40,video,0,False,True,False,1,15,['US'],"Action,Fantasy",8.5,0
Eka Peksha Ek,"(7, 8]",1990,92,0,53,8,26,movie,0,False,True,False,1,53,['IN'],Action,7.5,0
Happy Go Luckies,"(6, 7]",1923,7,1,70,1,7,short,0,False,True,False,1,70,['US'],"Animation,Comedy,Short",6.5,6
Checkers,"(5, 6]",1937,92,0,60,3,44,movie,0,False,True,False,3,60,['US'],Comedy,5.5,7
A Walk Through Prospero's Library,"(7, 8]",1991,23,0,88,1,11,tvMovie,0,False,True,False,1,88,['NL'],Documentary,7.5,1
Wide Awake Club,"(6, 7]",1984,53,0,61,4,45,tvSeries,1,True,True,False,1,61,['GB'],Family,6.5,2
De frente,"(4, 5]",2016,1,0,11,0,7,short,0,False,True,False,2,11,['ES'],Short,4.5,0
Phone Sex Girls: Australia,"(5, 6]",1989,72,0,23,0,30,video,0,False,True,True,2,23,"['AU', 'US']",Adult,5.5,0
Get Cracking,"(5, 6]",1943,96,0,176,2,43,movie,0,False,True,False,6,176,['GB'],"Comedy,War",5.5,9
Kasam Khoon Ki,"(4, 5]",1977,92,0,15,2,35,movie,0,False,True,False,1,15,['IN'],"Action,Thriller",4.5,0
The Archive: Queer Nigerians,"(7, 8]",2023,24,2,21,2,13,short,2,False,True,False,1,21,['GB'],"Documentary,Short",7.5,0
"Are You There God? It's Me, Margaret.","(7, 8]",2023,106,26,30364,33,511,movie,82,False,True,False,27,30425,['US'],"Comedy,Drama,Family",7.5,256
Les Rosenberg ne doivent pas mourir,"(8, 9]",1975,81,0,11,2,40,tvMovie,0,False,True,False,3,11,['FR'],Drama,8.5,1
Pubescence 2,"(4, 5]",2011,81,0,28,1,8,tvMovie,0,False,True,False,2,30,['CN'],Drama,4.5,0
Leonard Nimoy,"(8, 9]",2008,40,0,41,0,41,tvEpisode,0,False,True,False,1,41,['US'],"Comedy,News,Talk-Show",8.5,0
El sacerdote,"(8, 9]",2010,22,0,48,2,23,tvEpisode,0,False,True,False,1,48,['MX'],"Drama,Romance,Thriller",8.5,0
Charles Fleischer,"(5, 6]",1990,28,0,9,0,15,tvEpisode,0,False,True,False,1,9,['US'],"Comedy,Documentary",5.5,0
Misbehaviour,"(2, 3]",2008,95,0,145,3,40,movie,0,False,True,False,6,145,['CA'],Drama,2.5,1
American Perfekt,"(5, 6]",1997,100,2,1588,15,140,movie,0,False,True,False,12,1588,['US'],"Crime,Drama,Thriller",5.5,26
Filme do Desassossego,"(6, 7]",2010,90,2,496,5,77,movie,3,False,True,False,5,498,['PT'],Drama,6.5,3
Twenty show: Le film,"(7, 8]",2009,90,1,10,1,19,tvMovie,0,False,True,False,3,10,['FR'],Documentary,7.5,2
Dei svarte hestane,"(5, 6]",1951,85,0,16,2,27,movie,0,False,True,False,1,16,['NO'],Drama,5.5,0
"Princesa, una historia verdadera","(3, 4]",2018,110,0,9,13,37,movie,2,False,True,False,1,9,['MX'],"Comedy,Drama",3.5,0
Late,"(7, 8]",2010,5,0,8,0,7,short,0,False,True,False,1,8,['SE'],"Mystery,Short",7.5,0
Nachtspuren,"(4, 5]",2009,65,0,25,2,30,movie,0,False,True,False,1,25,['DE'],Drama,4.5,1
Valkyrie,"(7, 8]",2008,121,3,262513,426,967,movie,11,False,True,False,51,262561,"['GB', 'FR', 'DE', 'IT', 'ES', 'JP', 'US']","Drama,History,Thriller",7.5,665
The Voyeur 10,"(6, 7]",1997,128,0,36,0,26,video,0,False,True,True,1,36,['US'],Adult,6.5,4
Shaquille O'Neal Mentioned Areallyman007's Channel,"(8, 9]",2011,40,0,21,1,16,tvEpisode,0,False,True,False,1,21,['GR'],"Animation,Comedy",8.5,0
Rough and Ready,"(7, 8]",1957,25,0,30,1,29,tvEpisode,0,False,True,False,1,30,['US'],Western,7.5,0
Morituri,"(7, 8]",2006,40,0,33,1,79,tvEpisode,0,False,True,False,1,33,['FR'],"Adventure,Comedy,Fantasy",7.5,0
Shiv Bhakta,"(8, 9]",1955,92,0,8,2,6,movie,0,False,True,False,1,8,['IN'],Drama,8.5,0
Undeserving Grace,"(6, 7]",2014,13,0,7,2,24,short,0,False,True,False,1,7,['US'],"Drama,Short",6.5,1
American Coffee,"(8, 9]",2001,13,0,16,1,60,short,0,False,True,False,1,16,['US'],"Comedy,Short",8.5,0
Forecasting the End,"(6, 7]",2013,53,0,10,1,14,tvSeries,0,True,True,False,3,10,['US'],Documentary,6.5,0
Unfinished Business,"(7, 8]",2006,42,0,2404,19,138,tvEpisode,0,False,True,False,1,2406,"['US', 'CA']","Crime,Drama,Mystery",7.5,6
Jake Gyllenhaal,"(7, 8]",2015,22,0,31,0,48,tvEpisode,0,False,True,False,1,32,['US'],"Comedy,News,Talk-Show",7.5,0
CSI: Crime Scene Investigation - Hard Evidence,"(7, 8]",2007,28,0,192,2,56,videoGame,0,False,True,False,1,192,['US'],"Crime,Family,Mystery",7.5,0
L'ira di Dio,"(5, 6]",1968,96,0,120,7,51,movie,0,False,True,False,9,120,"['IT', 'ES']","Action,Drama,Western",5.5,3
Chapter Eighteen: Indecent Exposure,"(6, 7]",2008,43,0,65,17,169,tvEpisode,0,False,True,False,1,65,['US'],"Comedy,Drama",6.5,0
Banegi Apni Baat,"(7, 8]",1994,22,0,53,4,41,tvSeries,0,True,True,False,3,53,['IN'],Drama,7.5,1
Episode #5.5,"(3, 4]",2004,40,0,15,0,79,tvEpisode,0,False,True,False,7,15,['US'],"Game-Show,Reality-TV,Romance",3.5,0
Thapki Pyar Ki,"(3, 4]",2015,20,2,185,2,59,tvSeries,4,True,True,False,6,185,['IN'],"Drama,Romance",3.5,1
Speedy Smith,"(7, 8]",1927,50,0,10,0,9,movie,0,False,True,False,2,10,['US'],Drama,7.5,1
Hartenstraat,"(6, 7]",2014,90,1,2188,5,187,movie,2,False,True,False,5,2188,['NL'],Romance,6.5,13
Day of Reckoning,"(7, 8]",1994,25,0,39,0,28,tvEpisode,0,False,True,False,1,39,['GB'],"Crime,Drama",7.5,1
Jiangsu: Land of Good Fortune,"(9, 10]",2014,60,2,10,1,19,movie,0,False,True,False,1,10,['US'],Documentary,9.5,0
Mavi Esarp,"(5, 6]",1971,85,0,164,1,39,movie,0,False,True,False,1,164,['TR'],"Drama,Romance",5.5,1
General Mark Clark & Richard Rodgers and Oscar Hammerstein II,"(8, 9]",1956,30,0,30,0,20,tvEpisode,0,False,True,False,1,30,['US'],"Family,Game-Show",8.5,0
Eight Misbehavin',"(6, 7]",1999,30,0,2083,4,156,tvEpisode,0,False,True,False,1,2085,['US'],"Animation,Comedy",6.5,3
Prague Exposed,"(5, 6]",1998,79,0,22,0,8,video,0,False,True,True,3,22,['US'],Adult,5.5,0
Devil's Planet,"(7, 8]",1965,40,0,415,1,42,tvEpisode,0,False,True,False,1,415,['GB'],"Adventure,Drama,Family",7.5,5
A Thousand Miles Behind,"(5, 6]",2019,92,0,529,10,23,movie,0,False,True,False,6,530,['US'],Drama,5.5,25
"Mammoo, Pachirisu! Decide on the Ice Chandelier!!","(7, 8]",2010,22,0,97,1,184,tvEpisode,0,False,True,False,1,97,['JP'],"Action,Adventure,Animation",7.5,0
Secret Service,"(5, 6]",1931,68,0,113,5,42,movie,0,False,True,False,6,113,['US'],"Drama,History,Romance",5.5,7
I Object!,"(8, 9]",2013,21,0,46,1,83,tvEpisode,0,False,True,False,1,46,['US'],"Comedy,Romance",8.5,0
E o Resto São Cantigas,"(6, 7]",1981,75,0,8,1,89,tvSeries,0,True,True,False,1,8,['PT'],Comedy,6.5,0
"20,000 Leagues Under the Sea","(6, 7]",1916,105,1,2048,111,37,movie,0,False,True,False,16,2048,['US'],"Action,Adventure,Sci-Fi",6.5,64
Paradise Found: Creating the Director's Cut,"(7, 8]",2006,9,0,20,0,11,video,0,False,True,False,1,20,['US'],Short,7.5,0
Amias,"(7, 8]",2013,9,1,60,3,12,short,3,False,True,False,2,60,"['BE', 'GB']","Drama,Short",7.5,1
Home School,"(6, 7]",2023,50,0,405,144,61,tvSeries,0,True,True,False,13,407,['TH'],"Drama,Mystery,Thriller",6.5,3
O 5º Poder,"(7, 8]",1962,100,0,67,1,51,movie,0,False,True,False,2,67,['BR'],Crime,7.5,1
To Kid or Not to Kid,"(7, 8]",2018,75,0,26,2,14,movie,0,False,True,False,1,26,['US'],Documentary,7.5,8
Sci-Fi Buzz,"(8, 9]",1992,30,0,32,5,90,tvSeries,1,True,True,False,2,32,['US'],"Documentary,News,Sci-Fi",8.5,0
Inheritance,"(6, 7]",2013,71,0,6,3,26,video,0,False,True,False,1,6,['US'],"History,Horror,Short",6.5,0
The Time Shifters,"(5, 6]",1999,81,0,2842,3,112,tvMovie,1,False,True,False,16,2842,['US'],"Action,Sci-Fi,Thriller",5.5,49
Seeya Rach,"(5, 6]",2007,7,0,9,0,7,short,0,False,True,False,1,9,['AU'],"Drama,Short",5.5,0
The Lost Ones: (Part Two),"(7, 8]",1981,50,0,259,7,64,tvEpisode,0,False,True,False,1,259,['US'],"Drama,Family,Romance",7.5,4
Career Opportunities,"(5, 6]",1991,83,0,18168,154,157,movie,0,False,True,False,36,18176,['US'],"Comedy,Romance",5.5,160
Maccadam's,"(7, 8]",2018,11,0,30,7,58,tvEpisode,0,False,True,False,1,30,['US'],"Action,Animation,Sci-Fi",7.5,0
Al abwab al Moghlaka,"(6, 7]",1999,92,8,344,88,26,movie,2,False,True,False,9,344,"['EG', 'FR']",Drama,6.5,3
Eien ni sayonara,"(8, 9]",2002,23,0,49,1,30,tvEpisode,0,False,True,False,1,49,['JP'],"Action,Adventure,Animation",8.5,0
Jet Moto 3,"(6, 7]",1999,28,0,11,2,5,videoGame,0,False,True,False,1,11,['US'],"Action,Adventure,Sport",6.5,0
Met onze jongens aan de Ijzer,"(7, 8]",1926,92,0,13,0,4,movie,0,False,True,False,1,13,['BE'],Documentary,7.5,1
KoranKinder,"(6, 7]",2009,86,1,11,1,43,movie,1,False,True,False,2,11,['DE'],Documentary,6.5,13
Asking for Flowers,"(7, 8]",2008,41,0,285,3,139,tvEpisode,0,False,True,False,1,285,['CA'],"Action,Crime,Drama",7.5,0
Arnav hurts Khushi,"(9, 10]",2011,40,0,6,0,12,tvEpisode,0,False,True,False,1,6,['IN'],"Drama,Romance",9.5,0
I moschettieri del mare,"(5, 6]",1962,116,0,84,6,67,movie,0,False,True,False,9,84,"['IT', 'FR']",Adventure,5.5,1
My Faithful Husband,"(8, 9]",2015,53,0,12,2,16,tvSeries,0,True,True,False,1,12,['PH'],Drama,8.5,4
Jimi,"(7, 8]",1970,10,0,5,0,15,short,0,False,True,False,1,5,['XWG'],"Mystery,Short",7.5,0
Ça c'est du cinéma,"(3, 4]",1951,89,0,33,3,31,movie,0,False,True,False,6,33,['FR'],Comedy,3.5,3
Sukhoon,"(8, 9]",2015,17,0,16,2,12,video,0,False,True,False,1,16,['IN'],"Drama,Mystery,Short",8.5,0
Gin'iro no Chô Enerugî! Shônetsu Jigoku,"(6, 7]",1975,55,0,7,1,18,tvEpisode,0,False,True,False,1,8,['JP'],"Action,Adventure,Drama",6.5,0
Homer the Smithers,"(8, 9]",1996,30,0,4251,3,141,tvEpisode,0,False,True,False,1,4253,['US'],"Animation,Comedy",8.5,5
Tills. med Gunilla månd. kväll o. tisd.,"(5, 6]",1965,92,0,14,12,16,movie,1,False,True,False,5,14,['SE'],Drama,5.5,1
Ne Me'e Laua Na Paio (Heroes and Villains),"(7, 8]",2011,60,0,680,8,164,tvEpisode,0,False,True,False,1,680,['US'],"Action,Crime,Drama",7.5,5
Exploding Plastic Inevitable,"(6, 7]",1967,22,0,78,4,14,short,0,False,True,False,1,79,['US'],"Documentary,Short",6.5,2
Die Dame aus Amsterdam,"(7, 8]",1987,58,0,68,1,39,tvEpisode,0,False,True,False,1,68,['XWG'],"Crime,Drama",7.5,0
The Tall Man Tale,"(7, 8]",2018,33,0,5,5,13,short,0,False,True,False,1,5,['IT'],"Drama,Short",7.5,0
Basic Brown Basic Blue,"(5, 6]",1969,13,0,18,0,5,short,0,False,True,False,1,18,['US'],"Comedy,Documentary,Short",5.5,1
You'd Be Surprised,"(8, 9]",2012,59,0,1954,12,280,tvEpisode,0,False,True,False,1,1954,['US'],"Crime,Drama",8.5,6
The I.Q. Test,"(6, 7]",1974,25,0,106,1,34,tvEpisode,0,False,True,False,1,106,['US'],Comedy,6.5,1
Ankush,"(7, 8]",2006,81,0,11,0,7,tvMovie,0,False,True,False,1,11,['IN'],Drama,7.5,1
Boy bez pravil,"(3, 4]",2004,94,0,13,0,25,tvEpisode,0,False,True,False,1,13,['RU'],Crime,3.5,0
Lost and Crazy,"(8, 9]",2008,13,0,10,0,9,short,0,False,True,False,1,10,['US'],"Comedy,Short",8.5,0
The Lost City,"(6, 7]",2022,112,3,164447,251,779,movie,10,False,True,False,54,164530,['US'],"Action,Adventure,Comedy",6.5,1385
Lonely Place,"(8, 9]",2004,13,2,102,1,63,short,0,False,True,False,1,102,['US'],Short,8.5,15
Love Makes the Pizza Go Round,"(7, 8]",1970,24,0,24,1,39,tvEpisode,0,False,True,False,1,24,['US'],Comedy,7.5,0
Just for Laughs 2022: The Gala Specials - Jo Koy,"(5, 6]",2023,92,0,26,1,11,movie,0,False,True,False,1,26,['US'],Comedy,5.5,0
Law of the Valley,"(5, 6]",1944,52,0,27,4,34,movie,0,False,True,False,2,27,['US'],Western,5.5,1
Welcome to Tijuana,"(9, 10]",2009,40,0,16,1,5,short,0,False,True,False,1,16,['DE'],"Documentary,Short",9.5,3
#halloweenparty,"(7, 8]",2015,13,0,44,2,19,short,0,False,True,False,1,44,"['RU', 'US']","Horror,Mystery,Romance",7.5,0
Seven Years of Marriage,"(6, 7]",2012,155,0,8,0,12,video,0,False,True,True,1,8,['CA'],"Adult,Comedy,Romance",6.5,3
Bombshell Bloodbath,"(3, 4]",2014,80,0,314,2,97,movie,0,False,True,False,4,314,['US'],Horror,3.5,22
Love Under the Rainbow,"(6, 7]",2019,80,0,1139,36,86,tvMovie,0,False,True,False,12,1141,"['CA', 'US']",Romance,6.5,34
Can You Dig It?,"(8, 9]",2015,22,0,31,3,59,tvEpisode,0,False,True,False,1,31,['US'],"Action,Adventure,Animation",8.5,0
Episode #2.4,"(7, 8]",2016,60,0,110,0,127,tvEpisode,0,False,True,False,7,110,['DK'],"Crime,Drama,Thriller",7.5,2
Maigret à Vichy,"(7, 8]",1984,85,0,15,1,53,tvEpisode,0,False,True,False,1,15,['FR'],"Crime,Drama",7.5,0
JK's House,"(6, 7]",2013,97,0,24,3,21,movie,0,False,True,False,1,24,['US'],"Family,Music",6.5,0
Number One Gun,"(4, 5]",1990,96,0,31,1,48,movie,0,False,True,False,3,31,['GB'],"Action,Comedy",4.5,1
Vigilante Rodoviário,"(7, 8]",1959,53,0,56,11,93,tvSeries,0,True,True,False,2,56,['BR'],Adventure,7.5,2
The Sinister Six,"(6, 7]",2013,1,0,14,5,1,tvEpisode,0,False,True,False,1,14,['US'],"Action,Adventure,Animation",6.5,0
Félmondatok,"(7, 8]",2019,13,0,43,1,9,short,0,False,True,False,1,43,['HU'],Short,7.5,0
The Beauty Queen Affair,"(6, 7]",1981,29,0,48,3,41,tvEpisode,0,False,True,False,1,48,['GB'],Comedy,6.5,2
Re-Born This Way,"(7, 8]",2019,60,0,79,10,31,tvEpisode,0,False,True,False,1,79,['TH'],"Game-Show,Reality-TV",7.5,0
Sean Lock: Lockipedia Live,"(6, 7]",2010,98,0,513,1,63,video,0,False,True,False,1,513,['GB'],Comedy,6.5,5
Diamonds Are Forever,"(6, 7]",1982,30,0,95,0,42,tvEpisode,0,False,True,False,1,95,['US'],Comedy,6.5,0
Svjetla grada,"(4, 5]",2013,47,0,35,1,43,movie,0,False,True,False,1,35,['BA'],Drama,4.5,0
The Dick Cavett Show,"(7, 8]",1975,30,0,281,8,200,tvSeries,3,True,True,False,1,281,['US'],Talk-Show,7.5,1
Rest House,"(5, 6]",1969,92,0,23,1,31,movie,0,False,True,False,2,23,['IN'],Thriller,5.5,2
Fashionable Crimes,"(7, 8]",2016,42,0,801,18,150,tvEpisode,0,False,True,False,1,802,['US'],"Crime,Drama,Mystery",7.5,7
Lords of the Jungle,"(6, 7]",2006,175,0,10,0,18,video,2,False,True,True,1,10,['GB'],Adult,6.5,1
Thanksgiving,"(7, 8]",1997,40,0,252,1,61,tvEpisode,0,False,True,False,1,252,['US'],"Comedy,Family",7.5,1
Historical Play Performer Murder Case: Part 2,"(7, 8]",1998,24,0,104,1,29,tvEpisode,0,False,True,False,1,105,['JP'],"Action,Animation,Comedy",7.5,1
Sting: Ten Summoners Tales,"(8, 9]",1993,71,0,74,3,14,video,0,False,True,False,1,74,"['GB', 'US']","Documentary,Music",8.5,2
Snack Thief,"(7, 8]",2010,7,0,10,1,8,tvEpisode,0,False,True,False,1,10,['FR'],"Animation,Comedy,Family",7.5,0
Jung,"(5, 6]",1988,40,0,17,1,25,tvEpisode,0,False,True,False,1,17,['IN'],"Action,Drama",5.5,0
Men of Steel,"(7, 8]",1926,100,4,13,9,21,movie,0,False,True,False,10,13,['US'],"Drama,Romance",7.5,1
Eroticna kankei,"(4, 5]",1978,93,0,20,1,33,movie,0,False,True,False,5,20,['JP'],"Mystery,Thriller",4.5,0
Daftar Yad Dasht,"(6, 7]",2023,50,0,1442,58,62,tvSeries,0,True,True,False,8,1446,['IR'],"Comedy,Crime,Drama",6.5,0
Vías paralelas,"(6, 7]",1975,90,0,7,1,13,movie,0,False,True,False,1,7,['CL'],Drama,6.5,1
May 33rd,"(7, 8]",2004,95,1,65,1,44,tvMovie,2,False,True,False,1,65,['GB'],Drama,7.5,4
E! Entertainment Special: Tom Cruise,"(4, 5]",2004,81,0,41,0,9,tvMovie,0,False,True,False,1,41,['US'],Documentary,4.5,0
Cinemawala,"(7, 8]",2016,105,3,789,10,30,movie,1,False,True,False,1,789,['IN'],"Drama,Family",7.5,10
Night Vision,"(4, 5]",1997,97,1,623,69,69,movie,0,False,True,False,10,623,['US'],"Crime,Drama,Thriller",4.5,32
Will Forte/Milo Ventimiglia/Future,"(5, 6]",2017,41,0,17,0,14,tvEpisode,0,False,True,False,1,17,['US'],"Comedy,Music,Talk-Show",5.5,0
Hunger at Sea (Oceans),"(8, 9]",2015,57,0,258,14,29,tvEpisode,0,False,True,False,1,258,['GB'],Documentary,8.5,2
Surprise... It's Restaurant Wars,"(7, 8]",2018,44,0,27,1,80,tvEpisode,0,False,True,False,1,27,['US'],"Game-Show,Reality-TV",7.5,0
Yazik Oldu Yarinlara,"(5, 6]",1974,79,0,69,1,40,movie,0,False,True,False,2,69,['TR'],"Drama,Romance",5.5,0
Upsy Daisy Kisses Everything,"(5, 6]",2007,40,0,7,2,79,tvEpisode,0,False,True,False,1,7,['GB'],"Adventure,Comedy,Family",5.5,0
Sauce for the Goose,"(7, 8]",1975,60,0,24,32,48,tvEpisode,0,False,True,False,1,24,['US'],Western,7.5,0
Büyük yemin,"(3, 4]",1963,92,0,11,3,26,movie,0,False,True,False,2,11,['TR'],"Drama,Romance",3.5,0
Army of One,"(8, 9]",2001,60,0,8183,26,246,tvEpisode,0,False,True,False,1,8196,['US'],"Crime,Drama",8.5,14
Hunting Death,"(6, 7]",1996,40,0,16,13,5,tvEpisode,0,False,True,False,1,16,['JP'],"Action,Animation,Comedy",6.5,0
The Inhuman Predicament,"(7, 8]",1967,40,0,12,0,27,tvEpisode,0,False,True,False,1,12,['US'],Drama,7.5,0
V-r,"(5, 6]",2006,0,0,6,0,1,short,0,False,True,False,1,6,['US'],Short,5.5,0
Candace Parker,"(8, 9]",2020,23,0,11,1,29,tvEpisode,0,False,True,False,1,11,['US'],"Biography,Documentary,Drama",8.5,0
Resnick: Rough Treatment,"(6, 7]",1993,81,0,30,91,62,tvMovie,0,False,True,False,1,30,['GB'],"Crime,Drama,Mystery",6.5,0
Episode #1.724,"(7, 8]",1969,30,0,32,1,25,tvEpisode,0,False,True,False,7,32,['US'],"Drama,Fantasy,Horror",7.5,1
Fruit Ninja,"(5, 6]",2010,28,0,702,5,4,videoGame,0,False,True,False,1,703,['AU'],Action,5.5,0
Time Device,"(2, 3]",2016,66,0,18,2,11,movie,0,False,True,False,1,18,['US'],Sci-Fi,2.5,0
One Punch Killers,"(7, 8]",2016,60,0,11,0,22,tvMovie,0,False,True,False,1,11,['GB'],Documentary,7.5,0
Kind van de zon,"(6, 7]",1975,90,0,33,1,49,movie,1,False,True,False,2,33,['NL'],Drama,6.5,0
The Three Don'ts,"(5, 6]",2017,96,1,60,3,51,movie,0,False,True,False,4,60,['IE'],"Action,Comedy,Crime",5.5,3
Ladies of Leisure,"(6, 7]",1930,92,0,1425,21,31,movie,0,False,True,False,16,1425,['US'],"Drama,Romance",6.5,57
The Clampett-Hewes Empire,"(7, 8]",1970,30,0,75,1,49,tvEpisode,0,False,True,False,1,75,['US'],"Comedy,Family",7.5,1
Vater wider Willen,"(4, 5]",1995,53,0,12,2,111,tvSeries,0,True,True,False,2,12,['DE'],Comedy,4.5,0
Newly Rich,"(6, 7]",1931,77,0,81,6,32,movie,0,False,True,False,10,81,['US'],Comedy,6.5,8
Race 3,"(1, 2]",2018,160,2,48934,65,366,movie,2,False,True,False,16,48944,['IN'],"Action,Crime,Thriller",1.5,494
The American Revolution,"(7, 8]",2019,120,0,110,7,79,movie,0,False,True,False,4,110,['US'],Documentary,7.5,4
Detained,"(7, 8]",2016,42,0,496,5,133,tvEpisode,0,False,True,False,1,496,['GB'],"Drama,Sci-Fi",7.5,7
Jedenaste przykazanie,"(6, 7]",1988,86,0,21,1,49,tvMovie,0,False,True,False,1,21,['PL'],"Drama,Romance",6.5,0
Planet Alex,"(6, 7]",2001,102,0,64,31,51,movie,2,False,True,False,1,64,['DE'],"Comedy,Drama,Fantasy",6.5,1
UnExpected Reasons,"(8, 9]",2018,92,0,9,1,18,movie,0,False,True,False,1,9,['US'],"Drama,Thriller",8.5,0
Maya Rudolph,"(6, 7]",2020,40,0,15,0,19,tvEpisode,0,False,True,False,1,15,['US'],"Comedy,Talk-Show",6.5,0
Amok,"(5, 6]",1983,103,1,36,1,38,movie,0,False,True,False,6,36,"['MA', 'GN', 'SN']",Drama,5.5,3
Emperor,"(4, 5]",2008,96,0,24,1,20,movie,1,False,True,False,2,24,"['MY', 'DE']","Crime,Thriller",4.5,0
Otra vuelta más,"(8, 9]",2023,40,0,7,1,216,tvEpisode,0,False,True,False,1,7,['AR'],"Horror,Mystery",8.5,0
Mitzi,"(7, 8]",1968,54,0,19,7,42,tvSpecial,1,False,True,False,1,19,['US'],Musical,7.5,1
Suffløsen,"(6, 7]",1999,100,4,246,5,61,movie,2,False,True,False,6,246,"['SE', 'NO']","Comedy,Drama,Romance",6.5,5
Three the Hard Way,"(6, 7]",1981,30,0,86,6,45,tvEpisode,0,False,True,False,1,86,['US'],"Comedy,Family,Sci-Fi",6.5,3
Ted Atkinson & Fernando Lamas,"(8, 9]",1957,30,0,25,0,21,tvEpisode,0,False,True,False,1,25,['US'],"Family,Game-Show",8.5,0
Chii's Sweet Home: Atarashii Ouchi,"(6, 7]",2009,3,0,10,0,4,tvSeries,0,True,True,False,1,10,['JP'],Animation,6.5,0
I'm an Influencer! #LookOut,"(6, 7]",2023,40,0,19,0,68,tvEpisode,0,False,True,False,1,19,['BR'],Comedy,6.5,1
Soft Money,"(6, 7]",1919,13,0,13,1,23,short,0,False,True,False,2,13,['US'],"Comedy,Short",6.5,1
I soliti idioti 3: Il ritorno,"(4, 5]",2024,100,0,272,1,62,movie,0,False,True,False,2,273,['IT'],Comedy,4.5,4
Hardcore Models,"(4, 5]",2004,88,0,16,0,28,video,0,False,True,True,3,16,"['US', 'FR']","Adult,Romance",4.5,1
Dansk melodi grand prix,"(4, 5]",1988,82,0,18,0,12,tvSpecial,0,False,True,False,1,18,['DK'],Music,4.5,0
The Lion,"(7, 8]",2018,66,0,36,3,12,movie,0,False,True,False,3,36,['US'],Musical,7.5,1
Fuga de prisión,"(7, 8]",2020,40,0,8,1,51,tvEpisode,0,False,True,False,1,8,['MX'],"Action,Adventure,Drama",7.5,0
Scout toujours...,"(5, 6]",1985,98,0,972,4,105,movie,0,False,True,False,3,972,['FR'],Comedy,5.5,4
Bad-e Jenn,"(7, 8]",1969,22,0,110,1,5,short,0,False,True,False,5,110,['IR'],"Documentary,Short",7.5,2
Episode #1.211,"(6, 7]",1988,40,0,9,0,24,tvEpisode,0,False,True,False,7,9,['US'],"Drama,Romance",6.5,0
Part Two,"(4, 5]",1991,65,0,21,2,55,tvEpisode,0,False,True,False,1,21,['SUHH'],"Adventure,Fantasy",4.5,1
Nagykarácsony,"(6, 7]",2021,110,1,1505,50,174,movie,1,False,True,False,5,1506,['HU'],"Comedy,Romance",6.5,5
Yours Sincerely,"(5, 6]",1933,19,0,121,2,18,short,0,False,True,False,1,121,['US'],"Comedy,Musical,Short",5.5,7
Chudo-moroz,"(5, 6]",1976,9,0,11,3,18,short,0,False,True,False,1,11,['SUHH'],"Animation,Short",5.5,0
Le vitrail diabolique,"(5, 6]",1910,7,0,174,2,2,short,0,False,True,False,2,174,['FR'],Short,5.5,7
My Paintbrush Bites,"(8, 9]",2018,16,9,10,8,15,short,0,False,True,False,1,10,['US'],"Biography,Comedy,Documentary",8.5,0
Hanging Pictures,"(7, 8]",2010,23,0,17,4,61,tvEpisode,0,False,True,False,1,17,['CA'],Comedy,7.5,0
En mil pedazos,"(4, 5]",1980,90,0,12,3,41,movie,1,False,True,False,1,12,"['ES', 'MX']","Drama,Thriller",4.5,0
